5_1814	3_0	39.394	33	20	0	137	169	11	43	3.05e-04	28.5
5_1910	3_3	43.478	23	13	0	28	50	55	77	8.80e-04	26.6
5_2411	3_2	28.682	129	82	4	246	372	5	125	1.48e-08	43.9
5_2411	3_2	29.487	78	53	2	399	475	244	320	1.69e-06	37.7
5_3188	3_5	60.123	163	65	0	4	166	6	168	3.46e-74	209
5_3189	3_4	57.143	70	30	0	48	117	1	70	2.43e-24	77.8
5_3198	3_3	79.412	136	27	1	1	135	1	136	9.88e-78	216
5_3211	3_2	72.781	338	88	3	366	702	1	335	1.66e-174	491
5_3736	3_2	31.707	123	74	3	270	391	14	127	7.14e-12	54.3
5_3736	3_2	27.551	98	70	1	378	474	225	322	1.38e-07	41.2
5_3866	3_0	68.261	230	73	0	1	230	1	230	7.16e-118	325
5_3868	3_1	59.350	123	48	1	1	121	1	123	5.43e-38	114
5_3943	3_5	32.000	75	49	2	21	93	72	146	9.85e-05	30.8
5_4113	3_2	21.711	152	97	3	224	363	3	144	2.42e-06	36.2
