0_0	0_0	100.000	514	0	0	1	514	1	514	0.0	1051
0_0	0_960	25.000	232	153	6	184	410	17	232	4.65e-10	57.4
0_1	0_1	100.000	367	0	0	1	367	1	367	0.0	739
0_2	0_2	100.000	369	0	0	1	369	1	369	0.0	755
0_3	0_3	100.000	806	0	0	1	806	1	806	0.0	1668
0_3	0_5060	38.053	565	330	9	6	564	3	553	2.78e-118	369
0_3	0_5060	45.000	80	41	3	720	796	541	620	3.49e-11	63.9
0_4	0_4	100.000	257	0	0	1	257	1	257	0.0	521
0_4	0_4432	31.013	158	93	5	31	186	36	179	1.83e-09	54.3
0_4	0_3331	26.797	153	102	6	40	186	421	569	5.05e-06	44.7
0_4	0_845	24.280	243	142	8	7	209	9	249	8.56e-05	40.4
0_5	0_5	100.000	184	0	0	1	184	1	184	2.19e-135	373
0_6	0_6	100.000	568	0	0	1	568	1	568	0.0	1167
0_6	0_1972	29.648	597	330	22	28	568	36	598	2.55e-52	186
0_6	0_2111	29.518	664	335	28	8	568	1	634	5.13e-50	180
0_6	0_2112	26.646	638	336	23	27	568	23	624	9.19e-42	156
0_7	0_7	100.000	685	0	0	1	685	1	685	0.0	1370
0_8	0_8	100.000	315	0	0	1	315	1	315	0.0	653
0_9	0_9	100.000	183	0	0	1	183	1	183	9.16e-139	382
0_9	0_1207	35.789	95	61	0	29	123	40	134	2.56e-10	55.1
0_10	0_10	100.000	295	0	0	1	295	1	295	0.0	601
0_10	0_3304	29.242	277	195	1	19	295	31	306	4.13e-36	129
0_11	0_11	100.000	88	0	0	1	88	1	88	3.41e-62	181
0_12	0_12	100.000	217	0	0	1	217	1	217	5.90e-157	431
0_13	0_13	100.000	90	0	0	1	90	1	90	1.83e-61	179
0_14	0_14	100.000	105	0	0	1	105	1	105	4.94e-73	209
0_15	0_15	100.000	457	0	0	1	457	1	457	0.0	917
0_16	0_16	100.000	434	0	0	1	434	1	434	0.0	863
0_17	0_17	100.000	314	0	0	1	314	1	314	0.0	625
0_17	0_3624	31.541	279	182	5	7	282	6	278	1.82e-30	118
0_17	0_957	28.986	207	131	7	20	214	18	220	2.58e-10	57.0
0_17	0_4395	27.731	119	80	2	52	164	126	244	8.76e-05	40.8
0_18	0_18	100.000	168	0	0	1	168	1	168	5.03e-125	345
0_18	0_1138	38.710	124	62	3	3	114	2	123	5.63e-22	84.0
0_19	0_19	100.000	341	0	0	1	341	1	341	0.0	688
0_20	0_20	100.000	362	0	0	1	362	1	362	0.0	689
0_21	0_21	100.000	185	0	0	1	185	1	185	2.08e-135	373
0_21	0_3261	26.190	168	118	5	10	173	20	185	3.16e-10	54.7
0_22	0_22	100.000	325	0	0	1	325	1	325	0.0	659
0_22	0_2721	46.462	325	173	1	1	325	1	324	2.32e-88	265
0_22	0_5334	32.508	323	214	4	3	323	2	322	2.43e-42	146
0_22	0_1153	34.969	326	200	6	5	323	14	334	2.10e-41	144
0_22	0_3638	32.515	326	199	9	13	323	15	334	1.09e-31	118
0_22	0_2527	33.333	249	159	4	1	243	1	248	4.42e-27	106
0_22	0_3318	30.794	315	201	10	16	324	11	314	2.65e-20	87.0
0_22	0_2154	25.784	287	161	10	1	239	1	283	2.56e-11	61.2
0_22	0_1668	30.233	129	80	3	119	242	126	249	2.36e-09	55.1
0_22	0_3700	27.519	258	134	6	1	207	1	256	5.08e-09	54.3
